"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence","subsector_isco4","filter_applied","n_dropped","dropped_labels"
"Keyshot animator","የቁልፍ ሾት እነማ","P","Tourism and art","Motion Picture Works","minilm","5","0.8482","low_similarity","animator","http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e","0.8482","low_similarity","3D animator","http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c","0.8192","low_similarity","stop-motion animator","http://data.europa.eu/esco/occupation/364d9e9f-b14c-4905-b9e5-5de623dba268","0.7903","low_similarity","assistant outdoor animator","http://data.europa.eu/esco/occupation/4dceca8d-9faf-487b-b342-c9d7dc209533","0.7638","low_similarity","outdoor animator","http://data.europa.eu/esco/occupation/67d8c64f-e0d9-4e0b-be8b-510f9e20e698","0.7593","low_similarity","","no","0",""
"Kg – Assistant","ኪ.ግ - ረዳት","P","Service","Pre-primary education and after-school services","minilm","5","0.7703","low_similarity","human resources assistant","http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd","0.7703","low_similarity","management assistant","http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f","0.7620","low_similarity","administrative assistant","http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652","0.7594","low_similarity","engineering assistant","http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723","0.7584","low_similarity","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c","0.7536","low_similarity","","no","0",""
"Kg Director","ኪ.ግ ዳይሬክተር","P","Service","Pre-primary education and after-school services","minilm","5","0.7881","low_similarity","music director","http://data.europa.eu/esco/occupation/13d8b1be-d711-4bbc-a45e-cad605162f41","0.7881","low_similarity","artistic director","http://data.europa.eu/esco/occupation/db4f28ff-c208-4830-ab8b-4b07776db134","0.7774","low_similarity","art director","http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b","0.7745","low_similarity","cultural centre director","http://data.europa.eu/esco/occupation/ce6230b8-154f-4e0b-ac03-dca3a269a19c","0.7734","low_similarity","stage director","http://data.europa.eu/esco/occupation/8a451ae2-3c31-4f35-90af-6275b1b02f93","0.7728","low_similarity","","no","0",""
"KG Students Nanny","KG ተማሪዎች ሞግዚት","U","Service","Pre-primary education and after-school services","minilm","5","0.8163","low_similarity","nanny","http://data.europa.eu/esco/occupation/0a5356bc-7f81-4e40-971d-c1dc789c5fb4","0.8163","low_similarity","child care coordinator","http://data.europa.eu/esco/occupation/526ba8e1-fc71-4657-8d27-52f03e8ca81d","0.7292","low_similarity","child care worker","http://data.europa.eu/esco/occupation/3413f234-6230-47a8-8cc7-2691fd54ce3a","0.7231","low_similarity","caring for and teaching children","urn:icatus:2016:41","0.7173","low_similarity","caring for and teaching children","urn:icatus:2016:41","0.7173","low_similarity","","no","0",""
"Kid models","የልጆች ሞዴሎች","U","Tourism and art","Fashion and beauty pageants","minilm","2","0.7902","low_similarity","fashion model","http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62","0.7902","low_similarity","art model","http://data.europa.eu/esco/occupation/d0341f2c-f797-4306-b847-411dee1058a9","0.7866","low_similarity","","","","","","","","","","","","","5241.0","yes","3","model maker; recreation model maker; child care coordinator"
"Kids actors","የልጆች ተዋናዮች","U","Tourism and art","Motion Picture Works","minilm","5","0.7976","low_similarity","actor/actress","http://data.europa.eu/esco/occupation/26171f39-e85a-448f-bd28-a73a5a99927f","0.7976","low_similarity","drama teacher","http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6","0.7610","low_similarity","stage director","http://data.europa.eu/esco/occupation/8a451ae2-3c31-4f35-90af-6275b1b02f93","0.7414","low_similarity","theatre technician","http://data.europa.eu/esco/occupation/f09b6100-28a6-4be5-9726-ecf5b24f74f6","0.7374","low_similarity","assistant stage director","http://data.europa.eu/esco/occupation/e1106f6d-81fc-44f8-af94-8b7d2763065c","0.7362","low_similarity","","no","0",""
"Kids story writer","የልጆች ታሪክ ጸሐፊ","U","Tourism and art","Mobile, Theater and; Video film production and distribution","minilm","5","0.8195","low_similarity","writer","http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b","0.8195","low_similarity","literature teacher at secondary school","http://data.europa.eu/esco/occupation/c011a88b-95ab-46ad-ad30-539e3fc56092","0.7794","low_similarity","storyboard artist","http://data.europa.eu/esco/occupation/ae66ca51-e762-48b4-bd46-071dc87cb30d","0.7690","low_similarity","drama teacher","http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6","0.7689","low_similarity","adult literacy teacher","http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a","0.7555","low_similarity","","no","0",""
"Kids Transportation Assistance","የልጆች መጓጓዣ እርዳታ","U","Logistics, transportation and communication","Other supportive transportation services","minilm","5","0.7815","low_similarity","transport technology vocational teacher","http://data.europa.eu/esco/occupation/90a73720-642d-4f45-88e7-8f593a5e0df2","0.7815","low_similarity","school bus attendant","http://data.europa.eu/esco/occupation/78eacaf8-06d6-4b78-920f-edece2e41464","0.7517","low_similarity","transport planner","http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e","0.7490","low_similarity","caring for and teaching children in the community","urn:icatus:2016:41","0.7273","low_similarity","meetings and arrangements with schools and childcare service providers","urn:icatus:2016:417","0.7262","low_similarity","","no","0",""
"Kitchen & CDP","ወጥ ቤት እና ሲዲፒ","U","Tourism and art","Resturant,Coffee shop","minilm","5","0.7792","low_similarity","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c","0.7792","low_similarity","kitchen and bathroom shop manager","http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225","0.7672","low_similarity","cabinet maker","http://data.europa.eu/esco/occupation/e1416610-ad08-4f37-8b46-9f99632a5c0f","0.7568","low_similarity","kitchen porter","http://data.europa.eu/esco/occupation/f756fdab-7726-4c48-bfcc-94ff8810fc08","0.7544","low_similarity","chef","http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588","0.7337","low_similarity","","no","0",""
"Kitchen & Laundry Technician (Electrical)","ወጥ ቤት እና የልብስ ማጠቢያ ቴክኒሻን (ኤሌክትሪክ)","P","Service","General maintenance","minilm","5","0.8793","high_confidence","electrical engineering technician","http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389","0.8793","high_confidence","household appliances repair technician","http://data.europa.eu/esco/occupation/f4eaff3d-f8d0-4a6a-aa90-76827c0fbada","0.8783","high_confidence","textile machinery technician","http://data.europa.eu/esco/occupation/2aa7fbbb-f06e-4454-8ff8-2d799e86ba51","0.8659","high_confidence","electricity distribution technician","http://data.europa.eu/esco/occupation/c89afd9a-7dad-4bae-9315-5fcadd9ad8b6","0.8625","high_confidence","electronics engineering technician","http://data.europa.eu/esco/occupation/27811419-407f-4868-a388-2f7df7aafd91","0.8598","high_confidence","","no","0",""
"Kitchen & Laundry Technician (Mechanical)","ወጥ ቤት እና የልብስ ማጠቢያ ቴክኒሻን (ሜካኒካል)","P","Service","General maintenance","minilm","5","0.8825","high_confidence","textile machinery technician","http://data.europa.eu/esco/occupation/2aa7fbbb-f06e-4454-8ff8-2d799e86ba51","0.8825","high_confidence","mechanical engineering technician","http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3","0.8695","high_confidence","household appliances repair technician","http://data.europa.eu/esco/occupation/f4eaff3d-f8d0-4a6a-aa90-76827c0fbada","0.8667","high_confidence","food technician","http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689","0.8608","high_confidence","laundry worker","http://data.europa.eu/esco/occupation/0da51178-e386-4534-ae71-15ba789ad756","0.8578","high_confidence","","no","0",""
"Kitchen assistant","የወጥ ቤት ረዳት","U","Tourism and art","Resturant,Coffee shop","minilm","5","1.0000","exact","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c","1.0000","exact","kitchen and bathroom shop manager","http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225","0.8546","high_confidence","shop assistant","http://data.europa.eu/esco/occupation/0b15375e-dfdd-4047-9efb-096e0aaee7d2","0.8259","low_similarity","food technician","http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689","0.8217","low_similarity","accounting assistant","http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6","0.8149","low_similarity","","no","0",""
"kitchen back and cleaner","ወጥ ቤት ጀርባ እና ማጽጃ","P","Tourism and art","Resturant,Coffee shop","minilm","5","0.8356","low_similarity","furniture cleaner","http://data.europa.eu/esco/occupation/23be4cb6-c5e7-449e-8d76-8edfe9a00478","0.8356","low_similarity","building cleaner","http://data.europa.eu/esco/occupation/303a1e34-cb16-4054-b323-81e5eec17397","0.8223","low_similarity","domestic cleaner","http://data.europa.eu/esco/occupation/cbad55a4-c7cf-4ab6-9540-eac72b26729b","0.8201","low_similarity","vehicle cleaner","http://data.europa.eu/esco/occupation/7cb71c5f-c310-481c-b46b-d0044328758c","0.8144","low_similarity","cleaning or gardening","urn:icatus:2016:32","0.8062","low_similarity","","no","0",""
"Kitchen Manager","የወጥ ቤት አስተዳዳሪ","P","Tourism and art","Resturant,Coffee shop","minilm","5","0.9125","high_confidence","kitchen and bathroom shop manager","http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225","0.9125","high_confidence","restaurant manager","http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6","0.9123","high_confidence","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c","0.9091","high_confidence","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","0.8935","high_confidence","domestic appliances shop manager","http://data.europa.eu/esco/occupation/19c2acbf-766c-4728-b960-b91252a95fd1","0.8587","high_confidence","","no","0",""
"Kitchen Steward","የወጥ ቤት መጋቢ","P","Tourism and art","Resturant,Coffee shop","minilm","5","0.9036","high_confidence","steward/stewardess","http://data.europa.eu/esco/occupation/58ff0ec2-08ba-4b21-b765-babb6d76ca36","0.9036","high_confidence","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c","0.8468","low_similarity","ship steward/ship stewardess","http://data.europa.eu/esco/occupation/6a2270bc-3f69-4cfd-b99b-fdc2c70d1779","0.8381","low_similarity","ground steward/ground stewardess","http://data.europa.eu/esco/occupation/7153a12d-85e0-4123-87e9-46bb1a2dc929","0.8253","low_similarity","kitchen porter","http://data.europa.eu/esco/occupation/f756fdab-7726-4c48-bfcc-94ff8810fc08","0.8177","low_similarity","","no","0",""
"Kitchen Supervisor","የወጥ ቤት ተቆጣጣሪ","P","Tourism and art","Resturant,Coffee shop","minilm","5","0.9069","high_confidence","kitchen assistant","http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c","0.9069","high_confidence","housekeeping supervisor","http://data.europa.eu/esco/occupation/fae51298-03a8-4df4-829a-685dddc1580e","0.8877","high_confidence","production supervisor","http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3","0.8698","high_confidence","kitchen and bathroom shop manager","http://data.europa.eu/esco/occupation/814205e9-8bd1-4653-bdbc-fd2f9e9a8225","0.8636","high_confidence","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","0.8439","low_similarity","","no","0",""
"Knowledge and Data Management Specialist","የእውቀት እና የውሂብ አስተዳደር ስፔሻሊስት","P","ICT and digital work","Database organization and data processing","minilm","3","0.8470","low_similarity","data quality specialist","http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3","0.8470","low_similarity","data scientist","http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30","0.8444","low_similarity","knowledge engineer","http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f","0.8376","low_similarity","","","","","","","","","2521.0","yes","2","ICT information and knowledge manager; information manager"
"Knowledge Sharing Platform (KSP)Assistant","የእውቀት መጋሪያ መድረክ ረዳት","U","ICT and digital work","Software Design Development and Implementation Works","minilm","1","0.7383","low_similarity","knowledge engineer","http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f","0.7383","low_similarity","","","","","","","","","","","","","","","","","2512.0","yes","4","ICT help desk agent; ICT information and knowledge manager; ICT help desk manager; ICT documentation manager"
"Konso Language Translator","ኮንሶ ቋንቋ ተርጓሚ","U","Service","Other services","minilm","5","0.8428","low_similarity","translator","http://data.europa.eu/esco/occupation/1a07bd7d-2e1d-4930-a84a-1a442b8f2a44","0.8428","low_similarity","translation agency manager","http://data.europa.eu/esco/occupation/83588a0e-b63d-4483-a884-06f1e3a1a4be","0.7382","low_similarity","modern languages lecturer","http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef","0.7306","low_similarity","interpreter","http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864","0.7283","low_similarity","language engineer","http://data.europa.eu/esco/occupation/4874fa37-0cd1-4a68-aed8-a838851f242d","0.7280","low_similarity","","no","0",""
"Korean language teacher","የኮሪያ ቋንቋ መምህር","U","Service","Short-term language training and education","minilm","4","0.8859","high_confidence","language school teacher","http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e","0.8859","high_confidence","modern languages teacher secondary school","http://data.europa.eu/esco/occupation/fb0c7da2-6d0e-4a3f-be3e-344f58f0e82d","0.8036","low_similarity","sign language teacher","http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2","0.7828","low_similarity","modern languages lecturer","http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef","0.7822","low_similarity","","","","","2353.0","yes","1","language engineer"
"Kunama Speaker/Translator","የኩናማ ተናጋሪ/ተርጓሚ","U","Service","Other services","minilm","5","0.7578","low_similarity","translator","http://data.europa.eu/esco/occupation/1a07bd7d-2e1d-4930-a84a-1a442b8f2a44","0.7578","low_similarity","modern languages lecturer","http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef","0.7389","low_similarity","classical languages lecturer","http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9","0.7239","low_similarity","linguistics lecturer","http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39","0.7157","low_similarity","linguist","http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5","0.7088","low_similarity","","no","0",""
